name;money;skill;cheat;awarness
Invest12;1314;63;33;89
Invest219;1914;92;23;54
Invest262;915;44;23;4
Invest450;1952;93;86;31
Invest287;1824;87;71;51
Invest338;1434;69;4;99
Invest475;634;30;56;42
Invest143;2074;99;55;28
Invest331;99;1;33;54
Invest407;830;40;24;91
Invest87;404;19;55;86
Invest400;975;47;31;25
Invest19;814;39;10;16
Invest193;100;3;84;4
Invest381;497;24;24;51
Invest100;1975;95;18;44
Invest388;1334;64;46;1
Invest230;1240;59;65;17
Invest161;1814;87;20;45
Invest457;1665;80;7;88
Invest37;1517;73;50;34
Invest280;643;31;1;81
Invest464;1074;51;65;11
Invest276;2037;98;35;5
Invest201;541;26;13;66
Invest302;904;43;66;52
Invest251;1344;64;79;90
Invest237;2034;97;73;57
Invest186;1724;83;31;87
Invest425;184;9;16;4
Invest374;2094;100;91;29
Invest69;1144;55;33;23
Invest298;720;34;92;2
Invest363;1018;49;3;100
Invest122;98;2;57;1
Invest125;464;22;81;1
Invest471;384;18;92;41
Invest428;1062;51;47;69
Invest129;950;45;82;77
Invest164;854;41;32;31
Invest335;1208;58;20;54
Invest385;466;22;83;57
Invest41;993;47;67;6
Invest172;1699;81;98;94
Invest284;665;32;42;30
Invest223;2064;99;1;56
Invest265;833;40;42;69
Invest404;194;9;62;29
Invest208;741;35;81;88
Invest258;304;14;61;87
Invest366;1284;61;54;38
Invest52;1934;93;38;42
Invest26;1224;59;11;76
Invest80;1325;63;56;59
Invest234;98;2;20;55
Invest320;741;35;85;22
Invest439;105;5;2;15
Invest76;1535;73;83;6
Invest91;204;10;29;89
Invest157;1309;63;36;63
Invest410;794;38;1;33
Invest15;1582;76;16;17
Invest65;833;40;26;12
Invest482;1625;78;16;48
Invest309;664;32;42;92
Invest417;1454;70;30;82
Invest478;1723;82;81;86
Invest118;1554;74;59;100
Invest449;1864;89;69;80
Invest54;98;3;99;38
Invest236;1125;54;5;40
Invest424;1064;51;42;28
Invest421;1243;59;84;3
Invest483;664;32;23;33
Invest389;1448;69;83;80
Invest95;100;2;95;59
Invest176;496;24;43;25
Invest288;904;43;72;71
Invest408;294;14;17;56
Invest4;1605;77;15;69
Invest63;534;25;92;31
Invest396;466;22;91;55
Invest442;1134;54;71;37
Invest18;914;44;47;3
Invest277;1035;50;20;14
Invest135;1428;68;74;37
Invest259;1701;81;88;79
Invest199;554;26;94;65
Invest375;134;6;88;58
Invest162;1364;65;76;95
Invest59;1134;54;51;8
Invest435;1202;57;76;68
Invest312;574;27;100;11
Invest341;485;23;74;69
Invest11;2042;98;2;75
Invest263;96;2;96;100
Invest84;1720;82;67;68
Invest497;100;3;78;87
Invest187;444;21;75;5
Invest240;634;30;96;10
Invest348;364;17;62;92
Invest413;524;25;43;60
Invest326;273;13;2;19
Invest33;274;13;29;31
Invest266;1365;65;66;57
Invest301;1904;91;69;16
Invest7;99;3;88;38
Invest196;1955;94;27;90
Invest99;174;8;86;83
Invest66;992;47;94;90
Invest147;1385;66;73;77
Invest360;594;28;99;69
Invest207;144;7;49;76
Invest299;315;15;27;70
Invest29;444;21;78;68
Invest51;953;45;52;62
Invest40;1155;55;86;3
Invest165;1123;54;17;4
Invest334;1636;78;79;86
Invest438;1375;66;24;50
Invest461;517;25;17;78
Invest154;864;41;88;10
Invest200;445;21;95;25
Invest173;994;47;82;40
Invest139;164;8;38;70
Invest431;1021;49;39;55
Invest468;455;22;1;10
Invest281;284;13;62;45
Invest169;1285;62;21;72
Invest319;1314;63;41;20
Invest132;205;10;36;28
Invest195;1125;54;14;50
Invest218;1468;70;54;13
Invest121;1134;54;98;65
Invest270;1094;52;65;54
Invest81;96;2;73;36
Invest393;745;36;4;20
Invest356;104;5;27;83
Invest229;2084;100;45;77
Invest233;490;23;97;65
Invest77;1375;66;11;5
Invest92;1765;85;38;94
Invest367;2073;99;80;27
Invest71;1534;73;51;16
Invest466;235;11;84;60
Invest28;1893;91;37;94
Invest253;1074;51;52;65
Invest322;184;9;7;61
Invest134;864;41;80;77
Invest78;1718;82;67;98
Invest347;1534;74;6;57
Invest177;314;15;30;63
Invest184;935;45;32;46
Invest235;1145;55;14;85
Invest423;294;14;10;86
Invest21;93;1;93;63
Invest315;1452;69;99;54
Invest127;95;2;46;57
Invest246;1355;65;27;46
Invest484;1425;68;59;40
Invest296;264;12;93;13
Invest452;1324;63;54;72
Invest141;743;35;78;30
Invest473;1454;70;35;49
Invest264;833;40;26;25
Invest409;124;6;19;29
Invest85;1697;81;71;69
Invest498;1435;69;10;99
Invest148;1915;92;48;20
Invest60;950;45;61;58
Invest386;1470;70;56;77
Invest102;2013;96;90;82
Invest46;2034;97;99;34
Invest448;764;36;53;91
Invest163;1154;55;72;56
Invest214;997;48;40;1
Invest351;534;25;52;17
Invest402;1804;86;66;37
Invest340;853;41;42;93
Invest35;664;32;11;26
Invest152;1677;80;85;21
Invest96;764;36;58;37
Invest50;1824;87;68;89
Invest445;1145;55;40;39
Invest394;1226;59;20;33
Invest188;1406;67;97;29
Invest181;904;43;79;58
Invest462;1247;60;26;25
Invest24;1853;89;26;41
Invest368;434;21;22;92
Invest412;1040;50;12;89
Invest138;1832;88;27;50
Invest487;1766;85;43;15
Invest155;1451;69;77;99
Invest239;1395;67;38;59
Invest32;100;4;58;44
Invest430;1135;54;97;83
Invest74;895;43;1;13
Invest469;955;46;32;53
Invest311;1225;59;12;99
Invest495;424;20;91;16
Invest67;354;17;46;57
Invest131;98;1;30;32
Invest82;1013;48;60;9
Invest300;1625;78;11;44
Invest419;774;37;47;85
Invest243;1824;87;51;55
Invest217;1334;64;12;78
Invest289;164;8;47;65
Invest89;624;30;36;94
